time, gx, gy, gz, ax, ay, az, mx, my, mz
10818700,-8.220,-4.670,-11.630,-0.088,+1.397,+10.032,+24.000,+5.000,-35.100
10818710,-0.770,-1.700,-9.900,-0.110,+1.650,+10.203,+24.300,+4.900,-35.300
10818720,+4.440,+4.880,-4.960,-0.148,+1.621,+10.255,+24.300,+4.700,-35.100
10818730,+7.220,+10.470,+1.040,-0.144,+1.346,+10.163,+24.500,+4.900,-35.100
10818740,+13.150,+12.810,+12.490,-0.494,+0.669,+10.275,+24.800,+4.900,-35.100
10818750,+12.800,+10.470,+8.930,+0.001,+0.888,+9.804,+24.500,+4.200,-35.100
10818760,+4.350,+7.930,+4.960,-0.039,+0.928,+9.780,+24.600,+5.000,-36.300
10818770,+3.970,+7.100,+5.530,-0.210,+0.991,+9.897,+24.500,+4.000,-34.600
10818780,+7.070,+6.960,+7.290,-0.149,+1.015,+9.803,+24.800,+4.400,-34.800
10818790,+6.910,+4.360,+6.900,-0.107,+1.022,+9.700,+24.500,+4.000,-35.000
10818800,+8.040,-0.080,+8.380,-0.220,+1.122,+9.761,+24.600,+4.400,-36.000
10818810,+11.840,-0.990,+10.130,-0.232,+1.196,+10.014,+24.800,+4.000,-35.000
10818820,+14.460,+0.260,+11.830,-0.220,+1.360,+10.129,+24.500,+4.400,-34.800
10818830,+12.570,+2.740,+13.740,-0.208,+1.510,+10.101,+25.100,+3.700,-35.000
10818840,+9.730,+6.640,+24.650,-0.227,+1.742,+10.038,+24.500,+3.400,-35.000
10818850,+8.820,+8.060,+44.860,-0.401,+1.773,+9.884,+24.900,+2.900,-35.000
10818860,+7.140,+0.700,+63.320,-0.531,+1.346,+9.747,+24.500,+2.900,-34.800
10818870,+6.160,-7.650,+73.180,-0.427,+0.920,+9.811,+24.600,+3.100,-36.000
10818880,+3.390,-8.210,+78.100,-0.424,+0.921,+9.901,+24.600,+2.700,-35.600
10818890,+0.010,-4.590,+77.020,-0.277,+0.888,+9.928,+24.500,+1.900,-34.800
10818900,-1.280,-1.640,+69.910,-0.097,+1.074,+9.794,+24.300,+0.900,-34.600
10818910,-2.930,-1.630,+67.840,-0.025,+1.427,+9.723,+24.600,+0.700,-34.600
10818920,-1.560,-0.710,+68.570,-0.361,+1.435,+9.628,+24.300,+0.200,-34.600
10818930,+1.410,-0.900,+67.300,-0.176,+1.408,+9.539,+24.100,+0.000,-34.600
10818940,+2.540,-3.380,+66.100,+0.106,+1.435,+9.556,+24.100,-0.600,-35.000
10818950,+4.630,-5.090,+59.030,+0.261,+1.373,+9.707,+23.700,+0.300,-37.000
10818960,+7.680,-2.820,+48.830,+0.402,+1.568,+9.719,+23.500,-1.000,-34.700
10818970,+8.910,-0.520,+40.590,+0.368,+1.565,+9.757,+23.300,-0.500,-35.400
10818980,+9.840,-0.590,+34.230,+0.178,+1.485,+9.757,+23.700,-2.000,-34.700
10818990,+6.830,-0.880,+28.470,+0.156,+1.379,+9.768,+23.000,-0.800,-36.300
10819000,+5.150,-1.030,+23.690,+0.138,+1.296,+9.904,+23.500,-2.100,-34.700
10819010,+4.390,+2.170,+19.430,+0.251,+1.323,+9.892,+23.700,-2.500,-34.500
10819020,+2.090,+5.860,+15.710,+0.364,+1.415,+9.708,+23.800,-2.800,-34.400
10819030,+0.630,+7.090,+16.080,+0.159,+1.499,+9.518,+23.200,-1.800,-36.200
10819040,-0.240,+6.270,+16.520,+0.162,+1.342,+9.485,+23.800,-2.300,-35.700
10819050,-1.600,+5.510,+14.470,+0.290,+1.389,+9.487,+23.200,-2.000,-36.000
10819060,-2.350,+4.480,+13.620,+0.199,+1.513,+9.549,+23.500,-2.800,-34.500
10819070,-1.890,+3.210,+11.570,+0.268,+1.531,+9.664,+23.300,-2.900,-34.500
10819080,-1.010,+3.200,+9.800,+0.262,+1.582,+9.652,+23.300,-2.100,-36.500
10819090,+1.270,+3.140,+11.110,+0.147,+1.622,+9.592,+23.700,-2.900,-34.200
10819100,+2.440,+2.760,+13.090,+0.118,+1.437,+9.617,+23.500,-2.800,-35.500
10819110,+1.840,+2.000,+14.590,+0.038,+1.404,+9.676,+23.300,-3.100,-34.400
10819120,+0.260,+2.440,+18.420,+0.087,+1.501,+9.727,+23.800,-2.800,-35.500
10819130,-0.400,+4.770,+22.570,+0.021,+1.464,+9.721,+23.800,-3.300,-34.200
10819140,-0.660,+5.070,+23.250,+0.062,+1.539,+9.661,+23.700,-3.800,-34.000
10819150,+0.210,+3.530,+21.900,+0.172,+1.614,+9.611,+23.500,-3.800,-34.200
10819160,+0.960,+0.590,+20.790,+0.094,+1.695,+9.605,+23.700,-3.800,-34.400
10819170,+1.740,-0.310,+18.780,+0.247,+1.621,+9.712,+23.300,-3.600,-34.000
10819180,+1.390,+0.030,+18.700,+0.325,+1.522,+9.754,+23.500,-3.400,-35.500
10819190,+0.870,-1.450,+16.390,+0.173,+1.425,+9.767,+23.500,-4.400,-33.900
10819200,+1.650,-1.390,+13.920,+0.133,+1.404,+9.870,+23.500,-4.300,-34.200
10819210,+0.810,+0.700,+14.200,+0.044,+1.570,+9.790,+23.500,-3.300,-35.400
10819220,-0.990,+1.940,+13.990,+0.003,+1.514,+9.780,+23.700,-4.800,-34.200
10819230,-1.860,+2.870,+12.880,+0.172,+1.334,+9.820,+23.500,-4.600,-34.400
10819240,-3.160,+2.270,+13.230,+0.147,+1.323,+9.841,+23.200,-3.400,-35.900
10819250,-3.040,+1.590,+13.150,+0.138,+1.296,+9.846,+23.300,-4.900,-34.500
10819260,-4.090,+2.040,+10.230,+0.164,+1.308,+9.823,+23.200,-3.400,-36.500
10819270,-5.730,+2.580,+7.680,+0.173,+1.412,+9.780,+23.300,-4.400,-34.000
10819280,-7.240,+2.430,+5.310,+0.199,+1.524,+9.733,+23.200,-4.100,-35.400
10819290,-7.500,+2.020,+4.190,+0.269,+1.473,+9.707,+23.500,-4.600,-34.200
10819300,-5.640,+0.310,+5.160,+0.176,+1.497,+9.637,+23.000,-3.100,-36.500
10819310,-3.100,-2.520,+5.480,+0.122,+1.500,+9.738,+22.900,-3.600,-36.000
10819320,-0.430,-4.060,+4.860,+0.184,+1.512,+9.803,+23.700,-4.300,-34.400
10819330,+0.640,-4.190,+4.450,+0.114,+1.487,+9.860,+23.200,-4.400,-34.200
10819340,+0.450,-3.220,+3.830,+0.118,+1.402,+9.898,+23.200,-4.900,-34.000
10819350,+0.520,-1.690,+4.410,+0.109,+1.344,+9.945,+23.300,-4.100,-35.400
10819360,-0.420,-0.020,+5.650,+0.089,+1.312,+9.905,+23.200,-4.300,-35.400
10819370,-4.060,+2.160,+4.430,+0.137,+1.228,+9.926,+23.700,-4.600,-34.000
10819380,-6.440,+3.500,+3.760,+0.102,+1.296,+9.865,+22.700,-3.400,-34.900
10819390,-8.140,+4.420,+3.140,+0.113,+1.359,+9.826,+23.000,-3.600,-34.200
10819400,-8.980,+4.740,+2.030,+0.203,+1.376,+9.710,+23.200,-4.100,-35.400
10819410,-7.170,+3.710,+4.840,+0.124,+1.505,+9.713,+22.500,-3.600,-37.200
10819420,-2.570,+4.190,+7.140,+0.129,+1.403,+9.656,+23.500,-4.300,-34.400
10819430,-2.200,+1.970,+7.580,+0.180,+1.398,+9.603,+23.300,-4.900,-34.200
10819440,-2.220,-0.670,+9.110,+0.037,+1.466,+9.723,+23.700,-3.900,-34.400
10819450,-0.240,+0.650,+10.910,+0.107,+1.416,+9.732,+23.700,-4.900,-34.400
10819460,-2.090,+1.170,+9.290,+0.141,+1.356,+9.631,+23.300,-4.400,-34.000
10819470,-3.900,+0.210,+8.260,+0.072,+1.320,+9.721,+23.700,-4.900,-34.000
10819480,-2.890,+0.090,+9.120,-0.033,+1.242,+9.790,+23.300,-4.300,-34.400
10819490,-4.400,+0.910,+9.030,+0.071,+1.220,+9.756,+23.200,-5.100,-34.400
10819500,-5.600,+0.290,+10.840,+0.006,+1.238,+9.764,+23.300,-4.400,-34.200
10819510,-7.640,+0.300,+10.640,+0.025,+1.156,+9.756,+23.500,-4.600,-34.000
10819520,-9.950,-0.670,+8.550,+0.103,+1.207,+9.766,+23.200,-4.800,-34.200
10819530,-9.640,-1.580,+8.910,+0.103,+1.346,+9.865,+23.300,-3.900,-35.400
10819540,-6.790,-1.530,+11.060,+0.095,+1.475,+9.874,+23.300,-4.800,-34.200
10819550,-4.400,-0.530,+24.860,+0.250,+1.711,+9.966,+22.900,-3.600,-36.500
10819560,-1.600,-0.380,+40.380,-0.022,+1.641,+9.799,+22.900,-3.900,-36.200
10819570,-1.640,+0.280,+41.780,+0.127,+1.238,+9.648,+23.200,-4.300,-35.200
10819580,-3.590,-1.990,+35.040,+0.257,+1.068,+9.730,+23.000,-4.900,-34.400
10819590,-6.910,-4.480,+25.150,+0.289,+1.095,+9.850,+22.700,-4.100,-36.700
10819600,-7.650,-4.100,+17.060,+0.185,+1.089,+10.009,+22.700,-5.400,-34.400
10819610,-5.670,-2.690,+11.490,+0.121,+1.041,+10.053,+22.200,-4.300,-36.700
10819620,-4.310,-1.550,+7.370,+0.057,+0.989,+10.030,+22.900,-5.400,-34.500
10819630,-4.420,-1.090,+2.760,+0.090,+0.894,+10.055,+22.700,-4.600,-35.500
10819640,-4.170,-0.460,-0.320,+0.168,+0.999,+10.070,+22.700,-5.300,-34.400
10819650,-5.790,+1.340,-4.870,+0.246,+1.025,+10.016,+22.500,-4.800,-35.400
10819660,-7.790,+1.940,-10.510,+0.210,+0.932,+9.881,+23.200,-4.800,-34.700
10819670,-7.640,+1.350,-17.540,+0.203,+0.826,+9.696,+22.900,-4.800,-34.400
10819680,-7.710,-0.650,-19.840,+0.182,+1.054,+9.742,+22.400,-3.600,-35.000
10819690,-6.540,-0.940,-16.800,+0.171,+1.119,+9.812,+23.500,-3.900,-34.400
10819700,-7.650,-0.350,-17.230,+0.251,+1.124,+9.897,+23.500,-4.400,-34.400
10819710,-8.380,+0.720,-17.690,+0.250,+1.137,+9.919,+22.900,-3.600,-35.700
10819720,-7.640,+0.580,-18.250,+0.257,+1.125,+9.915,+23.200,-4.400,-34.700
10819730,-6.300,+0.710,-17.000,+0.329,+1.138,+9.950,+23.200,-4.300,-34.500
10819740,-3.460,+0.340,-10.710,+0.329,+1.292,+10.010,+23.200,-3.800,-34.700
10819750,+2.630,+0.300,-0.790,+0.127,+1.304,+10.077,+23.300,-4.100,-34.500
10819760,+4.090,+3.820,-0.360,+0.314,+1.025,+9.885,+23.300,-3.900,-34.700
10819770,-1.030,+1.650,-2.120,+0.257,+0.938,+9.803,+23.200,-4.100,-34.400
10819780,-3.270,-0.060,-2.360,+0.212,+0.924,+9.925,+23.800,-3.400,-34.400
10819790,-3.950,+1.270,-3.400,+0.277,+0.983,+9.874,+23.000,-3.800,-34.400
10819800,-4.650,-0.930,-3.750,+0.237,+1.113,+9.848,+23.300,-3.600,-34.400
10819810,-2.180,-1.190,-2.420,+0.153,+1.085,+9.941,+23.200,-3.900,-34.500
10819820,-1.540,+1.320,-4.000,+0.284,+1.007,+9.849,+23.500,-3.600,-35.400
10819830,-5.920,+0.470,-6.870,+0.236,+1.003,+9.775,+23.200,-3.400,-35.700
10819840,-8.740,+0.380,-8.920,+0.175,+0.923,+9.819,+23.300,-4.300,-34.500
10819850,-9.360,+1.320,-9.470,+0.155,+1.026,+9.833,+23.500,-3.600,-34.700
10819860,-8.110,+1.490,-6.710,+0.128,+1.166,+9.857,+23.700,-3.100,-34.700
10819870,-2.360,+1.660,-0.130,+0.037,+1.210,+9.914,+23.700,-2.900,-34.400
10819880,+2.920,+2.320,+1.620,+0.168,+1.005,+9.837,+23.700,-3.300,-34.700
10819890,-0.090,+0.960,-0.570,+0.194,+0.951,+9.713,+23.700,-3.100,-34.500
10819900,-1.590,-0.280,-1.320,+0.038,+0.887,+9.806,+23.500,-3.300,-35.500
10819910,-1.440,+0.410,-1.620,+0.034,+0.881,+9.836,+23.500,-2.900,-35.500
10819920,-2.120,+0.380,-1.890,+0.047,+0.986,+9.818,+23.000,-2.600,-36.700
10819930,-2.310,+0.370,-2.020,+0.042,+0.982,+9.848,+23.300,-3.600,-34.700
10819940,+0.050,-0.280,-0.700,-0.055,+0.945,+9.891,+22.900,-2.300,-36.800
10819950,+0.730,+0.700,-1.390,+0.122,+0.889,+9.865,+22.900,-2.300,-36.700
10819960,-1.840,-0.340,-3.080,+0.112,+0.880,+9.777,+22.900,-2.500,-36.700
10819970,-2.120,-1.600,-4.320,+0.125,+0.925,+9.852,+23.300,-2.600,-35.500
10819980,-1.330,-1.410,-5.030,+0.121,+0.987,+9.857,+23.300,-2.500,-36.800
10819990,+0.630,-1.160,-4.250,+0.069,+0.994,+9.871,+23.500,-3.600,-34.700
10820000,+1.820,-1.250,-3.340,+0.068,+0.963,+9.847,+23.700,-2.800,-34.500
10820010,+1.960,-0.670,-2.720,+0.121,+0.909,+9.848,+23.200,-3.300,-35.000
10820020,+0.020,-0.560,-3.420,+0.121,+0.828,+9.782,+23.300,-2.900,-35.900
10820030,-1.760,-1.150,-3.340,+0.098,+0.796,+9.892,+23.500,-3.400,-35.200
10820040,-1.710,-0.540,-2.820,+0.170,+0.937,+10.044,+23.300,-2.500,-36.000
10820050,-1.820,+0.400,-2.850,+0.184,+1.061,+10.107,+23.300,-3.100,-34.900
10820060,-0.370,+1.270,-2.230,+0.119,+1.072,+10.095,+23.800,-2.600,-34.900
10820070,+1.550,+2.540,-0.340,+0.096,+1.127,+10.071,+24.000,-2.800,-34.500
10820080,+1.290,+4.110,-0.420,+0.186,+1.045,+10.018,+23.800,-3.600,-34.500
10820090,+0.140,+4.150,-0.010,+0.111,+0.981,+9.978,+23.500,-2.800,-35.500
10820100,+0.050,+4.870,+0.070,+0.087,+0.976,+9.893,+23.300,-3.300,-34.500
10820110,-0.790,+5.910,-0.600,+0.108,+1.006,+9.792,+23.800,-2.300,-34.500
10820120,-1.510,+4.640,-1.180,+0.084,+0.978,+9.618,+23.500,-3.400,-34.500
10820130,-1.370,+2.660,-1.340,+0.061,+0.903,+9.553,+23.000,-2.000,-37.300
10820140,-0.510,+0.380,-0.370,+0.001,+0.886,+9.536,+23.800,-3.100,-34.200
10820150,+1.590,-1.410,+1.330,-0.053,+0.896,+9.542,+23.200,-2.800,-35.500
10820160,+2.440,-2.590,+1.800,-0.039,+0.880,+9.692,+23.000,-2.000,-37.200
10820170,+1.950,-2.880,+2.000,+0.001,+0.856,+9.785,+23.800,-3.400,-34.500
10820180,+0.680,-2.560,+1.950,+0.028,+0.876,+9.911,+23.500,-3.300,-34.200
10820190,-0.020,-1.810,+1.590,+0.065,+0.930,+9.990,+24.000,-2.300,-34.600
10820200,-0.410,-0.860,+1.250,+0.089,+0.938,+10.024,+23.700,-3.300,-34.500
10820210,+0.940,+0.060,+2.090,+0.045,+0.994,+10.108,+23.700,-3.300,-34.700
10820220,+1.240,+1.340,+1.850,+0.133,+1.037,+10.023,+23.300,-3.600,-34.200
10820230,+0.650,+1.800,+1.570,+0.178,+1.036,+9.980,+23.700,-3.300,-34.500
10820240,+0.170,+1.840,+1.130,+0.148,+0.956,+9.906,+23.700,-2.900,-35.700
10820250,-0.410,+1.920,+0.940,+0.154,+0.922,+9.837,+23.700,-3.400,-34.400
10820260,-1.660,+0.780,+0.860,+0.179,+0.991,+9.849,+23.200,-3.100,-34.500
10820270,-1.460,+1.120,+1.260,+0.211,+1.077,+9.913,+23.700,-2.500,-34.500
10820280,-0.880,+1.040,+0.700,+0.239,+1.098,+9.863,+23.800,-3.400,-34.500
10820290,-0.840,-0.050,+0.050,+0.222,+1.122,+9.824,+24.000,-2.800,-35.800
10820300,-0.090,-0.370,+0.170,+0.179,+1.130,+9.887,+23.500,-3.300,-34.200
10820310,+0.760,-0.240,-0.060,+0.190,+1.083,+9.905,+23.800,-2.600,-34.700
10820320,+0.260,-0.770,-0.140,+0.184,+1.108,+9.899,+23.700,-3.400,-34.400
10820330,+0.660,-0.110,+0.270,+0.133,+1.079,+9.979,+24.000,-2.600,-34.600
10820340,+1.050,+0.470,+0.170,+0.176,+1.089,+9.966,+23.800,-3.400,-34.500
10820350,-0.110,+0.030,-0.660,+0.209,+1.104,+9.962,+23.700,-2.800,-35.900
10820360,-0.020,+0.320,-1.260,+0.173,+1.049,+10.003,+23.500,-3.400,-34.700
10820370,+1.850,+0.140,-1.270,+0.113,+1.010,+9.959,+23.700,-2.800,-34.700
10820380,+2.690,-0.150,-1.280,+0.160,+0.993,+9.961,+23.800,-2.800,-34.700
10820390,+3.060,-0.150,-0.380,+0.106,+0.924,+9.999,+23.000,-2.900,-36.000
10820400,+4.130,+1.000,+1.170,+0.057,+0.842,+10.035,+24.300,-3.400,-34.300
10820410,+2.250,+2.460,+1.110,+0.143,+0.837,+9.915,+23.000,-2.100,-36.800
10820420,-0.120,+2.310,+0.640,+0.143,+0.943,+9.840,+23.000,-3.300,-34.900
10820430,-0.470,+1.910,-0.040,+0.160,+0.973,+9.768,+23.200,-2.900,-35.400
10820440,-0.190,+0.510,-0.400,+0.164,+1.054,+9.720,+23.200,-2.000,-37.300
10820450,+0.560,-0.860,-0.820,+0.188,+1.057,+9.670,+23.800,-2.600,-34.500
10820460,+1.360,-2.550,-1.510,+0.137,+1.053,+9.738,+23.500,-3.600,-34.500
10820470,+1.660,-2.810,-1.770,+0.112,+1.035,+9.852,+23.700,-2.500,-34.200
10820480,+0.630,-1.450,-2.250,+0.121,+1.012,+9.909,+23.700,-3.600,-34.500
10820490,-1.180,-0.540,-2.800,+0.108,+0.956,+9.945,+23.300,-2.900,-35.400
10820500,-1.870,+0.300,-2.720,+0.089,+0.976,+9.966,+23.500,-3.600,-34.400
10820510,-0.820,+1.000,-2.360,+0.108,+1.028,+9.909,+23.800,-2.800,-34.200
10820520,+0.140,+1.240,-2.290,+0.097,+1.033,+9.795,+23.700,-2.900,-35.500
10820530,+0.670,+0.700,-2.460,+0.069,+0.961,+9.716,+23.800,-3.400,-34.500
10820540,-0.350,-0.530,-2.480,+0.051,+0.911,+9.707,+23.800,-2.600,-34.500
10820550,-0.240,-0.910,-2.030,-0.028,+0.908,+9.806,+23.300,-3.300,-34.700
10820560,-0.350,+0.330,-1.250,+0.025,+0.975,+9.870,+24.000,-2.500,-34.500
10820570,-1.980,+1.630,-1.190,+0.037,+0.994,+9.849,+23.700,-3.400,-34.400
10820580,-1.830,+1.870,-1.040,+0.044,+0.967,+9.833,+23.800,-3.100,-35.000
10820590,-0.840,+1.470,-0.770,+0.060,+1.043,+9.752,+23.800,-2.800,-34.700
10820600,+0.080,+0.000,-0.840,+0.072,+1.074,+9.708,+24.300,-2.600,-34.600
10820610,+1.420,-1.570,-1.070,+0.096,+1.083,+9.739,+23.800,-3.400,-34.400
10820620,+3.640,-2.690,-0.880,+0.032,+1.051,+9.858,+24.000,-2.900,-35.500
10820630,+4.950,-2.330,-0.340,+0.042,+0.999,+9.975,+23.500,-2.900,-35.700
10820640,+3.730,-0.760,-0.500,+0.044,+0.926,+10.004,+23.300,-2.500,-36.300
10820650,+0.690,+0.730,-0.790,+0.025,+0.937,+9.930,+23.500,-3.300,-34.500
10820660,-3.050,+3.360,-2.220,+0.101,+0.926,+9.783,+23.500,-2.600,-36.800
10820670,-5.010,+2.250,-2.450,+0.047,+0.940,+9.791,+23.700,-3.300,-34.200
10820680,-4.060,+1.470,-2.290,+0.050,+1.011,+9.851,+24.000,-3.600,-34.300
10820690,-1.610,+0.940,-2.060,+0.052,+1.037,+9.878,+23.800,-2.600,-35.500
10820700,+0.800,-0.700,-1.310,+0.020,+0.989,+9.859,+24.000,-2.800,-35.500
10820710,+1.700,-0.300,-1.000,+0.026,+0.909,+9.832,+23.700,-3.600,-34.500
10820720,+0.250,-0.320,-0.890,+0.028,+0.891,+9.839,+23.300,-2.000,-36.300
10820730,-1.090,-0.510,-0.950,+0.044,+0.923,+9.837,+23.700,-3.100,-34.200
10820740,-1.120,-0.210,-0.960,+0.046,+0.966,+9.891,+23.300,-2.300,-36.500
10820750,-0.210,-1.130,-1.060,+0.083,+1.044,+9.906,+23.800,-3.100,-34.400
10820760,+1.490,-1.680,-1.140,+0.097,+1.065,+9.966,+23.800,-2.900,-34.400
10820770,+2.780,-1.500,-0.910,+0.085,+0.982,+9.971,+24.100,-2.900,-34.500
10820780,+2.180,-1.030,-0.800,+0.047,+0.911,+9.961,+23.700,-3.100,-34.700
10820790,-0.350,+0.360,-0.990,+0.041,+0.826,+9.924,+23.300,-2.500,-36.700
10820800,-2.970,+1.020,-1.410,+0.037,+0.865,+9.900,+23.500,-2.500,-36.800
10820810,-3.080,+0.940,-1.040,+0.048,+0.998,+9.950,+23.500,-3.300,-34.500
10820820,-0.850,+1.110,-0.490,+0.081,+1.119,+9.884,+23.700,-2.900,-35.500
