time, gx, gy, gz, ax, ay, az, mx, my, mz
10812970,+20.590,+5.840,+3.190,-2.881,+0.574,+9.421,+34.800,-1.700,-24.200
10812980,+22.560,+5.820,+3.740,-2.956,+0.566,+9.492,+34.800,-1.900,-24.200
10812990,+24.220,+6.720,+4.610,-2.995,+0.663,+9.398,+34.800,-2.400,-24.000
10813000,+23.120,+6.580,+4.560,-3.012,+0.697,+9.348,+34.800,-2.400,-24.000
10813010,+24.890,+10.470,+5.370,-2.983,+0.700,+9.439,+34.700,-2.100,-27.100
10813020,+29.960,+14.820,+6.850,-3.012,+0.819,+9.361,+35.000,-3.000,-23.800
10813030,+30.540,+14.290,+6.230,-3.042,+0.846,+9.365,+35.200,-3.000,-23.700
10813040,+30.070,+14.660,+5.800,-3.028,+0.781,+9.332,+35.300,-3.100,-23.200
10813050,+29.150,+14.800,+5.000,-3.079,+0.790,+9.344,+35.500,-3.000,-23.300
10813060,+27.700,+14.000,+4.590,-3.127,+0.821,+9.390,+35.000,-2.700,-26.300
10813070,+28.720,+14.620,+4.450,-3.050,+0.940,+9.386,+35.500,-3.300,-22.800
10813080,+32.240,+15.640,+3.840,-3.059,+1.077,+9.514,+35.800,-3.500,-22.800
10813090,+36.690,+15.880,+4.730,-3.232,+1.089,+9.509,+35.500,-4.100,-22.300
10813100,+38.660,+11.510,+6.280,-3.201,+1.255,+9.438,+35.300,-3.700,-25.800
10813110,+39.320,+6.900,+5.790,-3.177,+1.339,+9.504,+35.600,-4.800,-22.200
10813120,+38.550,+2.970,+5.320,-3.243,+1.285,+9.358,+35.600,-5.100,-22.200
10813130,+42.420,+3.370,+6.170,-3.181,+1.283,+9.176,+35.500,-5.500,-21.800
10813140,+47.080,+4.950,+6.710,-3.210,+1.493,+9.057,+35.600,-4.800,-22.200
10813150,+47.300,+5.040,+7.590,-3.291,+1.469,+9.090,+35.300,-6.100,-21.800
10813160,+43.670,+6.330,+8.310,-3.239,+1.452,+9.073,+35.500,-6.100,-21.700
10813170,+38.060,+5.950,+6.450,-3.211,+1.517,+9.090,+35.300,-5.400,-24.800
10813180,+32.050,+2.860,+4.730,-3.224,+1.585,+9.130,+35.600,-6.600,-21.500
10813190,+29.120,+0.350,+3.880,-3.138,+1.708,+9.198,+35.600,-6.800,-21.300
10813200,+31.670,-0.500,+4.530,-3.198,+1.930,+9.251,+35.600,-7.300,-20.800
10813210,+35.230,-4.170,+6.730,-3.242,+2.091,+9.183,+35.800,-7.300,-21.300
10813220,+37.250,-6.020,+7.960,-3.118,+2.209,+9.049,+35.300,-7.400,-21.200
10813230,+37.220,-9.300,+8.880,-3.191,+2.108,+9.026,+35.600,-7.400,-21.200
10813240,+39.390,-10.470,+9.410,-3.106,+1.832,+9.153,+35.600,-7.800,-21.200
10813250,+42.810,-6.470,+9.390,-3.107,+1.918,+9.066,+35.200,-7.900,-21.200
10813260,+39.470,-10.020,+7.700,-3.124,+1.985,+8.951,+35.300,-8.000,-24.300
10813270,+33.720,-10.740,+5.470,-3.067,+2.003,+8.877,+35.000,-7.800,-24.200
10813280,+28.020,-11.200,+4.990,-3.197,+2.103,+8.972,+35.000,-7.800,-24.200
10813290,+22.760,-12.050,+4.650,-3.143,+2.225,+8.997,+34.700,-9.200,-22.200
10813300,+18.280,-11.810,+3.790,-3.152,+2.321,+8.961,+35.300,-9.100,-21.000
10813310,+13.960,-10.620,+4.440,-3.115,+2.391,+8.901,+35.200,-8.700,-21.300
10813320,+13.980,-12.350,+5.150,-3.056,+2.452,+8.985,+34.800,-9.100,-21.300
10813330,+17.230,-16.340,+6.270,-2.979,+2.537,+9.050,+34.800,-9.600,-21.300
10813340,+20.230,-19.380,+7.500,-2.961,+2.678,+9.059,+34.500,-9.000,-24.500
10813350,+20.330,-23.660,+8.140,-2.932,+2.659,+9.026,+34.700,-9.600,-21.300
10813360,+19.540,-25.890,+8.440,-2.897,+2.589,+9.026,+34.700,-9.600,-21.700
10813370,+17.900,-27.580,+9.320,-2.849,+2.514,+9.057,+33.700,-10.100,-22.500
10813380,+16.300,-27.550,+9.330,-2.809,+2.479,+9.035,+34.000,-10.100,-21.700
10813390,+13.040,-26.680,+9.150,-2.817,+2.567,+9.039,+33.400,-11.100,-22.700
10813400,+9.880,-26.530,+8.400,-2.740,+2.610,+8.978,+33.700,-10.200,-21.800
10813410,+6.880,-24.700,+8.080,-2.723,+2.663,+9.047,+34.000,-10.600,-22.000
10813420,+4.150,-22.970,+8.380,-2.754,+2.715,+9.052,+33.400,-10.700,-22.000
10813430,+2.930,-21.420,+9.940,-2.730,+2.719,+9.133,+32.900,-10.100,-25.600
10813440,+4.520,-21.710,+11.430,-2.620,+2.847,+9.199,+33.200,-10.100,-22.700
10813450,+4.600,-21.260,+11.760,-2.578,+2.848,+9.150,+33.100,-10.900,-23.000
10813460,+2.900,-21.410,+12.800,-2.644,+2.761,+9.112,+32.600,-10.600,-26.000
10813470,+0.830,-20.670,+15.540,-2.602,+2.737,+9.030,+32.700,-11.900,-23.000
10813480,-2.030,-20.210,+23.390,-2.573,+2.893,+9.140,+32.700,-11.200,-23.000
10813490,-7.540,-22.010,+35.420,-2.598,+2.828,+9.108,+32.300,-11.400,-23.000
10813500,-13.890,-22.290,+39.830,-2.440,+2.587,+9.088,+32.100,-11.900,-23.300
10813510,-13.510,-18.840,+41.040,-2.351,+2.713,+9.169,+31.900,-11.900,-23.700
10813520,-10.870,-16.370,+41.310,-2.199,+2.836,+9.293,+31.600,-11.400,-26.900
10813530,-7.700,-15.030,+40.770,-2.121,+2.956,+9.330,+31.000,-11.400,-27.000
10813540,-4.310,-16.630,+42.760,-2.252,+3.040,+9.122,+31.300,-12.800,-23.900
10813550,-1.390,-16.810,+45.860,-2.266,+2.961,+9.003,+31.000,-13.100,-23.900
10813560,+3.440,-17.870,+47.810,-2.054,+2.927,+9.064,+30.800,-13.400,-24.100
10813570,+6.540,-18.350,+45.530,-1.909,+2.835,+9.095,+30.000,-12.900,-27.000
10813580,+6.530,-15.690,+42.460,-1.860,+2.766,+9.215,+30.300,-13.900,-24.200
10813590,+4.270,-13.580,+40.210,-1.904,+2.676,+9.253,+30.300,-13.800,-24.400
10813600,+3.640,-12.590,+39.590,-1.932,+2.705,+9.271,+29.800,-14.400,-24.200
10813610,+3.430,-10.830,+40.190,-1.799,+2.866,+9.301,+29.800,-15.100,-24.200
10813620,+4.830,-9.270,+37.990,-1.670,+3.101,+9.368,+29.400,-14.900,-24.500
10813630,+7.710,-8.620,+37.920,-1.644,+3.208,+9.463,+29.400,-14.700,-24.900
10813640,+8.630,-9.510,+37.550,-1.609,+3.075,+9.434,+28.900,-15.200,-27.700
10813650,+7.810,-11.340,+36.150,-1.565,+3.047,+9.378,+28.900,-15.200,-25.000
10813660,+6.810,-14.720,+34.390,-1.463,+3.082,+9.430,+28.700,-15.100,-27.900
10813670,+5.380,-18.340,+32.160,-1.421,+3.216,+9.362,+28.600,-15.700,-24.700
10813680,+3.880,-19.680,+31.570,-1.376,+3.294,+9.412,+27.800,-16.600,-25.700
10813690,+2.790,-21.420,+31.080,-1.418,+3.198,+9.418,+28.500,-16.400,-25.400
10813700,+2.940,-21.630,+32.120,-1.442,+3.142,+9.456,+27.600,-16.100,-28.200
10813710,+3.710,-20.530,+33.820,-1.412,+3.185,+9.395,+27.700,-17.400,-25.200
10813720,+4.690,-17.180,+34.760,-1.329,+3.239,+9.392,+27.700,-17.400,-25.200
10813730,+6.070,-15.090,+36.230,-1.189,+3.244,+9.426,+27.300,-16.900,-28.300
10813740,+6.210,-14.450,+35.840,-1.103,+3.154,+9.337,+27.000,-18.200,-25.400
10813750,+5.720,-14.820,+35.750,-1.093,+3.162,+9.310,+26.700,-18.200,-25.200
10813760,+4.800,-14.270,+35.770,-1.048,+3.142,+9.254,+26.400,-18.900,-25.200
10813770,+2.910,-11.440,+33.140,-0.918,+3.185,+9.197,+26.200,-18.500,-25.400
10813780,+2.220,-8.540,+31.990,-0.872,+3.267,+9.282,+26.400,-19.400,-24.700
10813790,+0.980,-7.940,+31.750,-0.933,+3.462,+9.179,+25.100,-19.200,-26.400
10813800,+2.340,-6.640,+32.570,-0.890,+3.540,+9.232,+25.900,-19.000,-26.400
10813810,+3.940,-5.940,+32.730,-0.908,+3.485,+9.251,+25.400,-19.700,-26.200
10813820,+3.860,-4.940,+32.670,-0.876,+3.343,+9.266,+25.600,-19.200,-25.700
10813830,+2.320,-4.290,+33.330,-0.831,+3.330,+9.265,+25.300,-19.200,-25.700
10813840,+0.300,-4.780,+35.030,-0.885,+3.251,+9.307,+25.000,-19.000,-28.700
10813850,+0.140,-5.780,+36.700,-0.872,+3.228,+9.311,+24.400,-19.000,-28.700
10813860,+0.910,-5.760,+37.050,-0.809,+3.293,+9.226,+24.600,-21.000,-25.000
10813870,+2.590,-3.470,+39.150,-0.869,+3.351,+9.175,+23.700,-20.200,-26.400
10813880,+3.440,-2.930,+41.400,-0.706,+3.356,+9.255,+24.300,-21.000,-25.500
10813890,+1.890,-3.760,+42.180,-0.670,+3.368,+9.153,+24.100,-21.500,-25.200
10813900,-0.300,-4.540,+43.990,-0.707,+3.422,+9.114,+24.100,-21.300,-25.700
10813910,-0.190,-3.760,+45.650,-0.646,+3.378,+9.227,+23.200,-21.000,-25.600
10813920,+0.750,-3.210,+44.910,-0.557,+3.324,+9.211,+23.200,-21.700,-25.800
10813930,+0.320,-2.890,+42.800,-0.542,+3.303,+9.307,+23.300,-21.000,-28.700
10813940,-0.810,-1.890,+40.820,-0.499,+3.346,+9.355,+22.900,-22.600,-25.600
10813950,-1.760,-1.630,+37.790,-0.383,+3.371,+9.284,+23.000,-21.800,-25.600
10813960,-1.950,+1.210,+33.060,-0.341,+3.372,+9.335,+22.900,-22.800,-25.400
10813970,-2.520,+5.140,+29.410,-0.422,+3.284,+9.311,+22.400,-22.200,-25.600
10813980,-4.940,+5.130,+29.390,-0.601,+3.279,+9.166,+22.200,-22.600,-25.600
10813990,-7.910,-0.410,+31.190,-0.506,+3.332,+9.074,+22.400,-22.200,-25.800
10814000,-10.350,-7.710,+29.890,-0.262,+3.341,+8.984,+22.000,-22.600,-28.600
10814010,-10.460,-9.660,+27.490,-0.274,+3.209,+9.131,+21.900,-23.000,-27.300
10814020,-9.320,-5.440,+26.110,-0.340,+3.231,+9.207,+21.700,-22.600,-29.100
10814030,-7.720,+3.290,+26.020,-0.355,+3.234,+9.440,+21.400,-22.800,-26.100
10814040,-8.790,+6.730,+24.850,-0.422,+3.255,+9.468,+21.000,-22.500,-29.100
10814050,-10.480,+7.010,+24.700,-0.454,+3.221,+9.424,+21.400,-23.600,-27.400
10814060,-10.680,+6.110,+24.560,-0.460,+3.227,+9.421,+21.300,-22.300,-29.100
10814070,-10.290,+6.260,+24.650,-0.396,+3.268,+9.455,+20.900,-23.600,-27.100
10814080,-11.010,+7.200,+24.370,-0.419,+3.266,+9.416,+20.400,-23.700,-26.600
10814090,-10.770,+8.430,+25.850,-0.551,+3.202,+9.387,+20.700,-22.500,-28.900
10814100,-10.900,+8.710,+28.530,-0.599,+3.100,+9.433,+20.800,-23.800,-26.300
10814110,-11.480,+9.010,+30.620,-0.682,+3.088,+9.545,+20.800,-23.300,-26.100
10814120,-10.820,+11.710,+31.260,-0.512,+3.117,+9.499,+20.100,-24.000,-26.600
10814130,-10.640,+14.370,+28.680,-0.331,+3.107,+9.387,+20.400,-22.500,-28.900
10814140,-10.610,+14.910,+26.090,-0.338,+3.166,+9.315,+20.300,-24.400,-26.100
10814150,-11.940,+14.320,+25.550,-0.411,+3.051,+9.253,+19.500,-24.000,-26.900
10814160,-13.190,+12.250,+26.400,-0.491,+3.014,+9.284,+20.600,-24.500,-25.900
10814170,-14.320,+10.480,+27.880,-0.454,+2.992,+9.336,+20.900,-24.500,-25.400
10814180,-13.700,+11.800,+27.360,-0.335,+2.997,+9.369,+19.800,-24.200,-26.800
10814190,-11.190,+13.800,+25.710,-0.268,+3.057,+9.413,+20.800,-24.100,-25.900
10814200,-10.410,+12.850,+24.290,-0.281,+3.073,+9.483,+20.000,-24.200,-25.900
10814210,-9.800,+9.520,+24.050,-0.420,+3.093,+9.557,+20.100,-24.400,-25.800
10814220,-9.640,+8.710,+24.380,-0.436,+3.035,+9.517,+20.100,-24.200,-26.900
10814230,-9.220,+9.390,+23.550,-0.420,+3.037,+9.394,+19.900,-23.700,-28.600
10814240,-7.670,+11.690,+21.590,-0.360,+2.998,+9.280,+20.000,-24.200,-27.100
10814250,-7.360,+14.490,+19.150,-0.335,+2.969,+9.173,+19.900,-23.500,-28.600
10814260,-8.390,+16.720,+16.580,-0.332,+2.954,+9.182,+20.100,-25.200,-26.900
10814270,-9.220,+17.090,+14.020,-0.424,+2.839,+9.307,+20.100,-24.500,-26.900
10814280,-10.960,+17.110,+11.380,-0.527,+2.815,+9.423,+20.300,-24.500,-27.100
10814290,-13.380,+14.980,+9.710,-0.729,+2.792,+9.405,+19.900,-23.700,-28.600
10814300,-14.970,+8.410,+10.190,-0.821,+2.806,+9.449,+19.800,-24.500,-26.100
10814310,-16.970,-0.160,+10.650,-0.766,+2.841,+9.455,+20.100,-24.500,-26.900
10814320,-17.620,-7.260,+10.500,-0.656,+2.767,+9.506,+20.000,-24.500,-27.100
10814330,-17.960,-11.890,+9.220,-0.561,+2.711,+9.502,+20.100,-23.700,-28.900
10814340,-18.610,-14.230,+7.960,-0.531,+2.713,+9.495,+19.800,-23.500,-26.300
10814350,-20.140,-15.540,+6.920,-0.387,+2.781,+9.511,+19.300,-23.200,-29.700
10814360,-22.000,-16.240,+5.990,-0.277,+2.807,+9.510,+19.400,-23.700,-29.700
10814370,-22.010,-16.320,+5.640,-0.203,+2.709,+9.416,+19.800,-24.200,-27.100
10814380,-19.810,-15.650,+6.450,-0.266,+2.565,+9.298,+19.000,-23.900,-27.300
10814390,-16.850,-14.130,+7.550,-0.151,+2.612,+9.334,+19.300,-24.200,-26.900
10814400,-13.040,-11.000,+9.540,-0.228,+2.584,+9.480,+18.300,-24.500,-28.700
10814410,-8.330,-7.590,+13.220,-0.294,+2.606,+9.428,+19.200,-23.900,-27.300
10814420,-5.150,-3.480,+15.220,-0.164,+2.594,+9.528,+18.800,-23.400,-27.300
10814430,-3.500,-1.290,+14.040,+0.055,+2.594,+9.400,+18.600,-23.200,-30.400
10814440,-2.800,-1.460,+12.220,-0.004,+2.567,+9.443,+18.600,-23.200,-30.600
10814450,-1.470,+0.480,+10.620,-0.024,+2.606,+9.517,+18.700,-23.400,-27.800
10814460,-0.790,+2.160,+9.310,-0.024,+2.632,+9.510,+18.000,-23.700,-27.400
10814470,-2.180,+3.300,+7.030,+0.038,+2.584,+9.562,+18.500,-24.000,-27.300
10814480,-6.750,+4.060,+2.960,+0.024,+2.521,+9.574,+18.100,-23.200,-30.100
10814490,-12.510,+5.000,-2.510,+0.025,+2.499,+9.568,+18.000,-23.900,-27.300
10814500,-17.830,+7.660,-14.160,+0.413,+2.365,+9.469,+18.700,-23.400,-27.900
10814510,-23.830,+6.540,-21.980,-0.018,+2.363,+9.368,+18.400,-22.900,-30.100
10814520,-24.680,+5.730,-25.360,-0.098,+2.484,+9.679,+19.100,-23.400,-28.600
10814530,-23.380,+1.860,-26.580,-0.268,+2.587,+9.654,+18.900,-22.200,-30.600
10814540,-25.530,-2.970,-29.710,-0.224,+2.652,+9.744,+18.400,-22.900,-28.100
10814550,-26.060,-4.580,-34.370,-0.055,+2.441,+9.768,+19.100,-21.600,-30.700
10814560,-25.030,-2.140,-42.430,+0.066,+2.335,+9.586,+18.900,-21.500,-31.100
10814570,-25.240,-2.810,-47.010,-0.228,+2.278,+9.643,+19.400,-21.700,-28.200
10814580,-23.660,-7.690,-44.750,-0.426,+2.206,+9.752,+19.900,-21.200,-28.100
10814590,-22.440,-12.310,-42.760,-0.227,+2.175,+9.664,+20.000,-21.700,-27.900
10814600,-23.920,-16.770,-42.770,-0.283,+2.073,+9.574,+19.900,-21.100,-28.700
10814610,-23.490,-19.200,-39.030,-0.376,+1.857,+9.562,+20.100,-20.200,-28.700
10814620,-21.390,-19.680,-33.740,-0.338,+1.798,+9.411,+20.400,-19.600,-29.100
10814630,-19.910,-18.070,-28.190,-0.254,+1.727,+9.412,+19.900,-19.000,-32.400
10814640,-18.870,-16.210,-21.690,-0.265,+1.651,+9.417,+19.700,-18.800,-31.700
10814650,-17.660,-13.550,-18.110,-0.105,+1.750,+9.456,+20.100,-18.900,-29.400
10814660,-16.000,-9.740,-18.110,-0.006,+1.814,+9.565,+19.700,-18.900,-29.600
10814670,-13.820,-7.800,-18.120,-0.019,+1.874,+9.732,+20.100,-19.300,-30.600
10814680,-12.210,-5.820,-18.140,-0.037,+1.859,+9.865,+20.500,-19.400,-29.700
10814690,-10.110,-5.100,-16.960,-0.159,+1.832,+9.962,+20.400,-18.300,-29.700
10814700,-8.550,-5.790,-16.280,-0.038,+1.911,+9.912,+20.100,-18.800,-30.100
10814710,-7.750,-5.150,-20.610,+0.216,+1.862,+9.765,+20.200,-18.900,-30.700
10814720,-6.000,-2.440,-26.740,+0.133,+1.830,+9.690,+20.500,-18.400,-30.100
10814730,-3.560,-2.630,-28.330,-0.191,+1.858,+9.791,+20.200,-17.300,-32.500
10814740,-1.440,-4.020,-27.770,-0.085,+1.849,+9.805,+20.200,-18.300,-30.200
10814750,-0.870,-4.040,-29.950,+0.034,+1.753,+9.752,+20.900,-18.400,-30.200
10814760,-1.030,-4.200,-31.340,-0.072,+1.701,+9.769,+20.900,-18.400,-30.100
10814770,-1.820,-5.070,-31.000,-0.154,+1.667,+9.802,+21.000,-17.900,-30.200
10814780,-2.050,-4.880,-29.610,-0.213,+1.568,+9.879,+20.900,-18.200,-30.100
10814790,-3.030,-3.930,-29.140,-0.178,+1.560,+9.838,+21.300,-17.500,-30.100
10814800,-3.290,-1.840,-29.410,-0.079,+1.667,+9.669,+21.300,-17.000,-30.400
10814810,-4.540,+0.280,-30.980,-0.060,+1.656,+9.515,+21.300,-17.000,-30.200
10814820,-5.320,+2.330,-32.570,-0.007,+1.548,+9.542,+21.300,-17.000,-30.200
10814830,-5.250,+3.150,-32.240,-0.168,+1.646,+9.700,+21.500,-17.400,-30.400
10814840,-4.690,+0.140,-30.930,-0.230,+1.802,+9.753,+21.800,-17.200,-30.200
10814850,-3.380,-0.310,-33.060,-0.141,+1.743,+9.835,+21.500,-16.700,-30.200
10814860,-1.210,+2.100,-35.850,-0.097,+1.657,+9.769,+21.400,-15.500,-32.400
10814870,-1.600,+1.110,-39.350,-0.072,+1.580,+9.746,+21.600,-15.300,-32.500
10814880,-2.560,-0.730,-41.660,-0.198,+1.490,+9.795,+21.900,-15.100,-32.400
10814890,-3.870,-2.440,-43.740,-0.157,+1.401,+9.751,+22.400,-15.900,-30.100
10814900,-5.710,-3.410,-45.400,-0.354,+1.462,+9.825,+22.400,-15.900,-30.100
10814910,-6.600,-2.800,-44.220,-0.397,+1.496,+9.876,+22.200,-15.200,-30.600
10814920,-7.030,-2.750,-44.590,-0.294,+1.517,+9.856,+22.700,-15.100,-30.100
10814930,-5.460,-1.200,-49.020,-0.146,+1.598,+9.881,+22.200,-14.900,-30.600
10814940,-4.900,-0.880,-54.450,-0.213,+1.686,+9.892,+23.200,-14.300,-31.700
10814950,-6.940,-2.260,-58.470,-0.227,+1.612,+9.842,+23.200,-13.500,-31.600
10814960,-9.200,-6.650,-62.900,-0.192,+1.544,+9.804,+22.700,-12.800,-32.900
10814970,-11.220,-15.300,-64.400,-0.306,+1.574,+9.816,+23.500,-13.300,-30.600
10814980,-11.970,-23.250,-64.150,-0.364,+1.556,+9.780,+23.000,-13.100,-30.700
10814990,-10.890,-27.530,-62.520,-0.359,+1.541,+9.874,+23.700,-11.700,-32.100
10815000,-10.350,-30.910,-58.830,-0.470,+1.596,+9.929,+23.500,-12.200,-32.100
10815010,-11.800,-32.670,-55.470,-0.428,+1.431,+9.952,+23.000,-11.700,-31.600
10815020,-11.870,-29.430,-52.310,-0.442,+1.292,+10.031,+23.500,-11.200,-31.400
10815030,-11.560,-25.450,-47.930,-0.392,+1.188,+10.059,+23.500,-10.200,-31.700
10815040,-11.230,-20.790,-44.730,-0.285,+1.041,+10.007,+23.000,-11.000,-32.100
10815050,-10.950,-16.670,-44.060,-0.123,+1.053,+9.840,+23.500,-9.900,-32.100
10815060,-12.780,-15.590,-43.080,-0.131,+1.159,+9.707,+23.500,-9.400,-35.000
10815070,-11.950,-10.010,-42.540,-0.036,+1.125,+9.815,+23.700,-9.900,-33.200
10815080,-10.960,-5.110,-42.240,-0.140,+1.157,+9.803,+22.700,-9.400,-32.500
10815090,-11.480,-4.400,-39.660,-0.212,+1.227,+9.850,+23.700,-9.700,-33.500
10815100,-10.160,-2.510,-36.970,-0.178,+1.232,+9.819,+23.700,-8.700,-32.500
10815110,-9.210,-1.400,-36.950,-0.076,+1.289,+9.751,+23.500,-8.700,-32.700
10815120,-8.490,+0.100,-36.910,-0.050,+1.280,+9.721,+23.300,-8.200,-35.000
10815130,-7.680,+0.560,-35.490,-0.195,+1.275,+9.728,+23.500,-8.100,-32.500
10815140,-6.820,+0.500,-33.770,-0.271,+1.304,+9.729,+23.800,-7.700,-32.500
10815150,-4.030,-0.090,-32.010,-0.258,+1.271,+9.760,+23.800,-7.600,-32.500
10815160,-1.950,+0.020,-30.550,-0.211,+1.272,+9.772,+24.000,-7.700,-33.600
10815170,-1.780,-0.760,-28.590,-0.197,+1.243,+9.755,+23.800,-7.200,-32.700
10815180,-1.500,-1.350,-27.710,-0.102,+1.201,+9.799,+24.100,-6.700,-33.000
10815190,-0.230,-1.620,-28.640,-0.099,+1.185,+9.869,+23.800,-6.600,-34.700
10815200,+2.260,+1.440,-29.930,-0.118,+1.154,+9.985,+24.000,-6.200,-34.800
10815210,+2.690,+1.090,-29.710,-0.276,+1.214,+9.958,+24.100,-7.200,-33.000
10815220,+2.790,-0.490,-28.080,-0.301,+1.153,+10.061,+24.500,-6.100,-33.000
10815230,+4.560,-0.950,-26.550,-0.338,+1.096,+10.115,+24.300,-6.400,-32.600
10815240,+4.210,-0.130,-25.470,-0.281,+1.073,+10.040,+24.100,-6.600,-33.000
10815250,+2.540,+0.610,-25.060,-0.263,+1.089,+10.038,+24.800,-6.400,-32.600
10815260,+1.780,+1.140,-24.750,-0.229,+1.106,+9.996,+24.500,-5.900,-33.800
10815270,+2.180,+1.120,-25.240,-0.195,+1.177,+9.987,+24.500,-5.900,-34.000
10815280,+3.100,+2.930,-25.540,-0.190,+1.176,+9.935,+24.600,-5.700,-33.800
10815290,+3.060,+2.850,-24.800,-0.258,+1.207,+9.824,+24.500,-4.900,-35.300
10815300,+2.670,+2.260,-23.200,-0.253,+1.223,+9.830,+25.100,-5.700,-34.000
10815310,+3.480,+1.660,-22.360,-0.293,+1.272,+9.885,+24.900,-5.700,-33.800
10815320,+4.510,+0.720,-21.140,-0.283,+1.305,+9.898,+25.100,-5.600,-33.800
10815330,+5.140,-0.760,-21.370,-0.195,+1.255,+9.877,+24.600,-4.400,-35.300
10815340,+5.740,-2.380,-22.240,-0.174,+1.182,+9.909,+24.900,-5.100,-33.000
10815350,+6.320,-4.540,-22.460,-0.221,+1.254,+9.864,+24.900,-5.400,-32.600
10815360,+5.500,-5.440,-23.720,-0.127,+1.238,+9.820,+24.900,-4.800,-33.100
10815370,+3.590,-5.580,-25.100,-0.163,+1.226,+9.834,+24.900,-5.300,-33.800
10815380,+2.460,-4.430,-24.340,-0.183,+1.211,+9.783,+24.800,-4.300,-34.800
10815390,+3.810,-0.480,-25.090,-0.020,+1.207,+9.870,+25.100,-4.300,-33.000
10815400,+4.890,-0.570,-26.500,-0.161,+1.321,+9.788,+24.600,-4.300,-34.600
10815410,+6.760,-2.490,-30.020,-0.060,+1.344,+9.767,+24.900,-4.400,-34.600
10815420,+8.290,-2.880,-34.890,-0.082,+1.317,+9.772,+25.300,-4.100,-33.100
10815430,+8.690,-3.200,-36.390,-0.279,+1.288,+9.893,+25.100,-4.600,-32.800
10815440,+8.380,-2.890,-36.040,-0.304,+1.236,+9.892,+25.300,-3.800,-33.100
10815450,+9.480,-2.100,-34.930,-0.289,+1.232,+9.876,+24.900,-4.300,-34.000
10815460,+10.020,-0.760,-32.510,-0.292,+1.343,+9.916,+25.400,-4.100,-32.800
10815470,+9.410,-1.330,-32.040,-0.220,+1.358,+9.795,+25.100,-4.100,-32.600
10815480,+9.190,+0.590,-31.340,-0.381,+1.429,+9.803,+25.300,-4.300,-33.000
10815490,+10.940,+4.520,-29.330,-0.344,+1.493,+9.790,+25.100,-2.900,-34.800
10815500,+12.590,+7.600,-29.160,-0.355,+1.506,+9.803,+25.600,-3.800,-33.300
10815510,+12.920,+7.110,-28.460,-0.435,+1.434,+9.798,+25.100,-2.900,-34.600
10815520,+13.550,+7.790,-28.760,-0.301,+1.460,+9.861,+25.100,-2.900,-34.500
10815530,+13.290,+8.540,-31.390,-0.294,+1.460,+9.885,+25.800,-3.400,-32.600
10815540,+12.530,+8.160,-31.290,-0.502,+1.478,+9.970,+25.100,-3.300,-33.000
10815550,+13.820,+8.990,-29.490,-0.489,+1.469,+10.037,+25.600,-3.800,-32.500
10815560,+16.370,+9.080,-27.910,-0.557,+1.543,+9.991,+25.900,-3.300,-32.200
10815570,+18.450,+7.270,-27.210,-0.623,+1.609,+9.973,+25.300,-2.500,-32.600
10815580,+20.220,+6.680,-25.450,-0.602,+1.588,+9.922,+26.200,-2.900,-33.100
10815590,+22.020,+7.500,-22.990,-0.654,+1.543,+9.768,+26.400,-3.100,-32.800
10815600,+21.830,+10.780,-20.800,-0.588,+1.545,+9.688,+25.900,-2.600,-34.100
10815610,+21.430,+13.510,-19.900,-0.598,+1.584,+9.671,+26.600,-3.300,-32.300
10815620,+20.250,+13.630,-18.970,-0.611,+1.652,+9.682,+26.900,-3.100,-31.500
10815630,+19.670,+14.700,-18.300,-0.679,+1.751,+9.735,+26.600,-2.900,-33.800
10815640,+21.140,+15.000,-16.860,-0.717,+1.859,+9.738,+26.700,-2.900,-33.600
10815650,+22.590,+15.080,-14.780,-0.770,+1.925,+9.742,+25.900,-2.800,-31.800
10815660,+24.310,+16.450,-13.150,-0.771,+1.928,+9.750,+26.400,-3.300,-31.700
10815670,+26.910,+18.280,-11.460,-0.817,+1.928,+9.667,+27.400,-3.600,-32.600
10815680,+26.760,+19.870,-9.820,-0.835,+1.956,+9.591,+26.700,-3.100,-31.200
10815690,+25.100,+23.840,-9.080,-0.786,+1.977,+9.559,+27.500,-3.600,-31.800
10815700,+23.190,+23.810,-9.740,-0.764,+1.925,+9.477,+27.500,-3.600,-31.800
10815710,+21.330,+22.190,-10.190,-0.863,+1.946,+9.494,+28.200,-4.100,-31.700
10815720,+21.110,+21.160,-10.560,-0.912,+1.999,+9.481,+27.800,-4.100,-31.300
10815730,+21.210,+18.770,-10.620,-1.018,+2.108,+9.493,+27.500,-3.400,-32.500
10815740,+21.810,+19.100,-10.200,-1.094,+2.158,+9.601,+28.500,-4.400,-31.000
10815750,+23.450,+21.520,-10.010,-1.092,+2.167,+9.649,+28.700,-4.500,-30.800
10815760,+28.650,+25.080,-9.590,-1.076,+2.189,+9.788,+29.000,-4.300,-31.000
10815770,+34.970,+26.210,-9.340,-1.218,+2.315,+9.752,+28.500,-4.100,-31.800
10815780,+37.030,+23.170,-9.970,-1.188,+2.309,+9.714,+28.800,-4.900,-31.000
10815790,+39.130,+24.410,-10.780,-1.234,+2.247,+9.606,+29.000,-4.400,-31.300
10815800,+38.630,+27.050,-11.800,-1.323,+2.252,+9.364,+29.300,-5.500,-29.200
10815810,+39.330,+34.370,-12.540,-1.316,+2.302,+9.525,+29.800,-5.000,-30.000
