x,y,radius,r,g,b
0,500,71.5124,197,212,213
0,363,63.9851,191,209,211
0,139,59.2101,201,215,213
159,500,48.466,193,209,204
0,249,43.8037,184,203,203
54,58,38.3615,214,224,224
83,431,36.2688,186,204,205
371,500,34.2887,198,213,213
0,25,25.7287,213,220,220
233,500,25.2443,205,218,213
313,500,23.1165,200,213,214
346,-11,23.1165,231,225,180
286,347,22.4494,229,222,189
91,488,20.4693,191,208,207
342,242,19.6758,228,214,177
242,-11,19.2965,192,166,101
43,204,19.1701,192,209,206
258,225,17.8008,230,217,183
317,83,17.5129,231,217,177
133,-4,17.0636,147,121,68
372,51,16.8108,225,219,180
249,362,16.4315,231,219,175
89,-11,16.4315,130,118,73
349,153,16.3965,223,208,171
274,500,16.235,204,216,213
313,10,15.6029,228,215,167
299,160,15.5679,223,209,169
39,293,15.4415,179,198,198
283,299,15.28,204,183,140
76,380,15.0622,177,198,200
348,96,14.325,226,213,167
130,114,13.6579,130,118,69
318,217,13.5315,224,208,174
256,286,13.2786,191,165,119
35,-11,13.2786,123,114,71
329,302,13.1172,223,212,175
344,25,13.1172,231,225,185
128,448,12.7029,184,201,200
165,343,12.5765,186,156,96
61,176,12.5765,182,198,196
368,132,12.2886,214,200,154
324,111,12.2886,229,216,174
511,12,12.2886,205,217,210
266,14,12.1622,202,176,114
315,190,12.0358,222,195,155
63,108,11.9093,208,220,216
501,45,11.9093,205,216,215
239,265,11.8743,219,199,164
249,334,11.4951,228,212,166
156,193,11.46,157,134,80
316,334,10.9543,225,217,179
216,116,10.9193,173,143,88
469,79,10.7929,173,188,194
437,495,10.6665,189,203,205
244,80,10.6665,176,145,87
37,426,10.505,196,211,214
208,158,10.3786,153,129,79
388,85,10.3786,198,183,138
215,25,10.1258,162,139,84
96,80,9.964310000000001,206,217,212
297,65,9.83789,219,194,149
353,192,9.55002,222,200,161
279,146,9.55002,230,214,174
0,59,9.55002,212,220,222
84,21,9.55002,208,218,210
146,306,9.4236,172,149,93
303,105,9.4236,223,199,154
33,16,9.4236,213,219,218
194,342,9.170760000000001,192,167,116
324,155,9.170760000000001,225,209,174
511,405,9.009310000000001,205,209,172
139,341,9.009310000000001,164,139,83
148,103,8.75647,120,111,67
505,347,8.59502,233,192,72
241,246,8.59502,230,214,180
346,129,8.59502,226,216,175
292,82,8.59502,229,210,172
363,16,8.59502,230,225,187
355,218,8.4686,228,207,166
211,309,8.34218,200,171,120
150,258,8.34218,143,125,77
348,53,8.34218,227,222,183
208,49,8.34218,151,137,90
335,478,8.215760000000001,197,210,209
210,476,8.215760000000001,199,213,205
274,206,8.215760000000001,225,204,165
168,178,8.215760000000001,156,129,78
362,113,8.215760000000001,220,207,162
444,66,8.215760000000001,224,225,215
107,94,7.92789,192,205,194
0,-8,7.92789,209,218,213
428,476,7.80147,188,202,189
165,363,7.80147,181,151,94
172,324,7.80147,188,155,92
176,303,7.80147,190,156,97
147,288,7.80147,168,143,86
363,73,7.80147,223,213,169
59,1,7.80147,123,117,74
155,445,7.64001,174,192,188
242,385,7.64001,225,215,174
123,280,7.64001,167,139,86
69,203,7.64001,185,200,195
234,202,7.64001,212,180,131
252,196,7.64001,230,208,164
126,23,7.64001,132,116,69
487,-11,7.64001,232,234,221
511,388,7.5136,197,207,184
207,373,7.5136,202,182,142
200,324,7.5136,204,171,115
342,286,7.5136,210,196,154
264,184,7.5136,218,187,145
346,177,7.5136,222,198,163
112,471,7.38718,181,200,200
391,464,7.38718,190,203,191
12,74,7.38718,215,224,224
201,125,7.0993,167,137,81
275,31,7.0993,202,172,116
499,27,7.0993,207,219,212
239,319,6.97289,223,202,153
304,292,6.97289,200,180,139
296,223,6.97289,225,214,185
500,213,6.97289,239,199,84
169,119,6.97289,166,135,61
168,292,6.84647,191,154,93
361,172,6.84647,222,200,161
253,95,6.84647,187,150,86
490,60,6.84647,203,214,212
216,432,6.685010000000001,138,114,53
125,430,6.685010000000001,186,202,197
487,383,6.685010000000001,190,201,183
270,371,6.685010000000001,229,221,185
310,308,6.685010000000001,223,215,182
18,296,6.685010000000001,182,201,204
281,224,6.685010000000001,225,219,190
240,189,6.685010000000001,221,192,147
332,183,6.685010000000001,225,201,164
165,164,6.685010000000001,154,126,74
98,65,6.685010000000001,200,211,203
142,31,6.685010000000001,153,125,67
363,30,6.685010000000001,230,224,189
74,6,6.685010000000001,135,122,74
314,-11,6.685010000000001,231,217,166
425,419,6.55859,167,135,53
489,352,6.55859,226,179,55
446,339,6.55859,169,126,46
342,270,6.55859,224,212,179
511,208,6.55859,231,193,81
210,101,6.55859,170,143,88
289,484,6.4321699999999975,202,213,211
259,483,6.4321699999999975,200,212,200
61,395,6.4321699999999975,185,205,211
44,272,6.4321699999999975,182,199,195
203,201,6.4321699999999975,163,137,90
92,183,6.4321699999999975,90,82,58
335,170,6.4321699999999975,224,204,166
117,128,6.4321699999999975,139,121,72
76,97,6.4321699999999975,213,224,217
322,33,6.4321699999999975,230,221,181
295,31,6.4321699999999975,224,202,152
227,9,6.4321699999999975,182,156,95
301,241,6.1443,200,180,141
340,206,6.1443,228,205,167
240,130,6.1443,178,148,98
219,92,6.1443,167,141,85
263,62,6.1443,179,148,101
240,17,6.1443,186,158,92
71,471,6.01788,183,202,201
398,271,6.01788,123,98,43
206,266,6.01788,183,150,97
375,184,6.01788,210,181,124
86,91,6.01788,213,223,217
310,32,6.01788,228,213,168
435,341,5.73001,186,141,45
471,330,5.73001,136,107,46
213,322,5.73001,208,181,127
135,316,5.73001,165,139,83
159,284,5.73001,180,151,93
288,240,5.73001,190,172,130
336,218,5.73001,227,206,168
213,174,5.73001,140,120,79
179,170,5.73001,156,131,80
394,161,5.73001,189,161,105
374,149,5.73001,218,198,153
332,127,5.73001,228,217,173
0,75,5.73001,208,217,218
252,66,5.73001,165,139,90
329,43,5.73001,230,216,175
491,3,5.73001,236,238,224
169,-11,5.73001,224,170,59
220,353,5.6035900000000005,218,197,151
501,308,5.6035900000000005,106,91,44
206,297,5.6035900000000005,193,162,109
167,263,5.6035900000000005,150,127,74
12,202,5.6035900000000005,187,207,206
63,124,5.6035900000000005,207,218,215
383,123,5.6035900000000005,196,172,126
341,78,5.6035900000000005,226,208,160
353,65,5.6035900000000005,227,218,180
192,50,5.6035900000000005,90,90,64
245,457,5.47717,183,146,53
160,375,5.47717,166,143,89
230,371,5.47717,227,213,170
299,311,5.47717,215,206,174
412,290,5.47717,147,113,46
98,223,5.47717,150,126,72
511,197,5.47717,230,189,75
327,141,5.47717,224,208,167
482,70,5.47717,192,204,204
207,63,5.47717,138,128,90
117,40,5.47717,141,120,67
15,-1,5.47717,209,215,208
167,447,5.1893,176,190,181
380,447,5.1893,151,126,57
451,374,5.1893,148,117,48
68,361,5.1893,185,204,208
479,348,5.1893,215,166,47
265,330,5.1893,233,218,175
184,285,5.1893,192,154,91
225,274,5.1893,203,177,134
125,265,5.1893,163,136,86
359,206,5.1893,222,199,159
61,159,5.1893,190,202,197
274,159,5.1893,226,211,173
233,121,5.1893,163,140,95
158,117,5.1893,134,119,62
350,117,5.1893,224,215,173
232,98,5.1893,174,143,85
378,73,5.1893,221,211,168
113,56,5.1893,162,135,71
157,-11,5.1893,205,151,62
113,458,5.062880000000002,184,202,203
397,419,5.062880000000002,149,118,48
45,414,5.062880000000002,193,209,213
179,334,5.062880000000002,190,158,98
491,331,5.062880000000002,175,132,49
131,307,5.062880000000002,170,145,90
119,291,5.062880000000002,175,141,85
55,282,5.062880000000002,176,192,184
177,262,5.062880000000002,146,122,77
105,244,5.062880000000002,95,89,61
43,228,5.062880000000002,189,209,202
266,196,5.062880000000002,226,197,153
470,123,5.062880000000002,107,91,41
176,111,5.062880000000002,165,135,62
330,66,5.062880000000002,225,208,166
89,34,5.062880000000002,207,219,219
137,18,5.062880000000002,145,119,65
47,3,5.062880000000002,121,114,76
491,500,4.77501,169,159,89
285,471,4.77501,205,181,95
321,445,4.77501,233,196,74
368,438,4.77501,183,151,57
23,428,4.77501,201,215,219
511,418,4.77501,214,212,190
396,403,4.77501,133,112,54
92,391,4.77501,183,201,200
253,382,4.77501,228,217,177
511,374,4.77501,217,197,109
170,313,4.77501,195,160,95
44,312,4.77501,197,212,207
0,296,4.77501,189,208,207
8,296,4.77501,185,203,203
380,294,4.77501,121,96,42
232,280,4.77501,214,193,162
291,271,4.77501,25,24,22
198,248,4.77501,121,104,69
279,242,4.77501,180,163,125
0,202,4.77501,191,206,209
74,189,4.77501,173,188,187
310,144,4.77501,217,197,149
291,139,4.77501,229,212,173
230,135,4.77501,173,141,87
267,113,4.77501,198,139,100
260,86,4.77501,179,149,99
450,80,4.77501,230,235,225
12,52,4.77501,211,221,222
336,50,4.77501,226,217,179
510,28,4.77501,203,217,215
229,21,4.77501,178,149,87
71,19,4.77501,210,221,213
23,4,4.77501,208,216,206
264,-2,4.77501,205,178,116
511,-4,4.77501,194,210,202
265,-11,4.77501,204,178,116
445,410,4.64859,143,115,53
54,403,4.64859,186,206,211
291,394,4.64859,69,63,39
173,377,4.64859,180,157,104
100,358,4.64859,169,138,67
150,349,4.64859,176,148,94
303,327,4.64859,229,220,180
216,298,4.64859,194,165,117
257,269,4.64859,174,146,101
326,202,4.64859,225,202,161
314,172,4.64859,213,192,155
50,100,4.64859,203,217,217
136,98,4.64859,125,116,71
397,96,4.64859,182,165,112
221,75,4.64859,103,100,76
209,74,4.64859,122,118,82
297,52,4.64859,194,165,116
480,46,4.64859,244,225,141
215,39,4.64859,153,134,85
327,24,4.64859,232,222,180
188,-11,4.64859,235,198,94
291,-11,4.64859,218,198,145
376,435,4.2343,173,138,56
135,433,4.2343,177,192,185
80,340,4.2343,159,140,68
127,336,4.2343,169,143,88
209,278,4.2343,188,155,103
162,246,4.2343,121,109,66
472,242,4.2343,240,206,97
485,236,4.2343,240,206,91
97,195,4.2343,106,95,61
63,192,4.2343,190,205,204
171,190,4.2343,161,133,77
326,174,4.2343,222,203,161
468,168,4.2343,157,123,56
222,131,4.2343,173,142,85
283,130,4.2343,185,128,91
296,120,4.2343,205,152,110
183,100,4.2343,155,128,65
511,72,4.2343,88,80,44
281,60,4.2343,209,172,111
110,46,4.2343,157,130,71
343,42,4.2343,229,223,187
120,13,4.2343,131,116,71
97,12,4.2343,198,207,185
249,11,4.2343,192,168,107
69,-3,4.2343,126,116,71
419,492,4.1078800000000015,199,211,211
102,467,4.1078800000000015,180,199,198
480,448,4.1078800000000015,211,168,62
476,441,4.1078800000000015,207,165,59
43,439,4.1078800000000015,196,211,213
207,427,4.1078800000000015,125,105,50
341,419,4.1078800000000015,109,92,43
122,385,4.1078800000000015,150,119,60
402,383,4.1078800000000015,167,126,45
334,357,4.1078800000000015,55,49,29
97,350,4.1078800000000015,166,136,69
234,349,4.1078800000000015,230,208,165
500,288,4.1078800000000015,232,189,71
396,239,4.1078800000000015,125,105,51
494,221,4.1078800000000015,240,201,70
149,207,4.1078800000000015,161,142,87
307,204,4.1078800000000015,222,198,161
230,187,4.1078800000000015,178,142,100
361,182,4.1078800000000015,219,196,156
195,164,4.1078800000000015,162,134,83
173,153,4.1078800000000015,152,130,81
373,117,4.1078800000000015,209,189,143
82,105,4.1078800000000015,213,224,212
511,104,4.1078800000000015,128,105,47
147,91,4.1078800000000015,118,114,72
115,87,4.1078800000000015,188,200,182
227,70,4.1078800000000015,97,93,68
386,70,4.1078800000000015,218,210,167
220,52,4.1078800000000015,143,126,84
181,14,4.1078800000000015,224,178,74
294,13,4.1078800000000015,227,203,146
18,-11,4.1078800000000015,155,132,84
414,482,3.82001,192,205,204
268,481,3.82001,190,207,198
274,481,3.82001,195,213,202
280,481,3.82001,199,213,202
322,475,3.82001,194,207,203
509,471,3.82001,168,135,53
252,467,3.82001,199,167,62
446,465,3.82001,147,119,47
217,462,3.82001,143,123,59
143,451,3.82001,181,198,196
372,448,3.82001,161,131,56
511,438,3.82001,168,181,175
446,431,3.82001,198,153,51
228,427,3.82001,128,105,49
403,404,3.82001,117,101,52
143,396,3.82001,138,116,56
323,392,3.82001,136,109,48
190,379,3.82001,189,169,119
421,377,3.82001,163,123,50
279,372,3.82001,228,215,183
230,363,3.82001,229,211,164
76,362,3.82001,172,192,194
200,358,3.82001,199,177,129
156,356,3.82001,179,148,93
465,353,3.82001,209,160,51
330,318,3.82001,222,211,163
56,310,3.82001,165,153,87
511,307,3.82001,91,77,34
374,306,3.82001,118,94,42
97,303,3.82001,156,126,64
265,301,3.82001,198,176,134
311,299,3.82001,221,209,172
413,298,3.82001,160,116,41
392,279,3.82001,123,97,48
104,263,3.82001,73,71,52
331,262,3.82001,223,214,184
276,261,3.82001,157,163,122
139,258,3.82001,131,115,76
466,258,3.82001,203,153,50
475,253,3.82001,233,195,80
319,252,3.82001,220,207,173
283,251,3.82001,147,115,84
433,239,3.82001,133,99,47
234,233,3.82001,230,209,162
344,220,3.82001,230,209,168
250,206,3.82001,232,214,175
445,206,3.82001,155,123,52
46,182,3.82001,191,207,204
476,163,3.82001,136,105,49
171,146,3.82001,153,127,76
205,145,3.82001,162,135,78
248,136,3.82001,185,158,105
257,126,3.82001,155,94,64
460,125,3.82001,114,97,44
285,119,3.82001,206,144,105
146,114,3.82001,121,109,64
242,93,3.82001,184,149,88
108,84,3.82001,194,205,197
141,76,3.82001,107,120,77
13,64,3.82001,217,222,221
290,53,3.82001,192,162,113
372,32,3.82001,224,218,180
211,12,3.82001,161,138,79
492,11,3.82001,239,238,229
299,-3,3.82001,227,206,153
220,-11,3.82001,186,155,94
463,500,3.69359,205,214,195
436,482,3.69359,194,206,198
477,478,3.69359,213,179,80
397,473,3.69359,199,210,211
420,470,3.69359,189,202,184
200,469,3.69359,188,204,196
293,467,3.69359,208,170,70
490,464,3.69359,202,159,51
291,457,3.69359,227,187,91
441,451,3.69359,161,128,47
458,444,3.69359,210,167,52
235,432,3.69359,142,114,56
405,419,3.69359,159,125,50
469,412,3.69359,228,191,74
306,405,3.69359,154,121,49
214,381,3.69359,208,187,143
504,381,3.69359,194,205,179
504,370,3.69359,218,189,89
325,355,3.69359,70,63,38
311,351,3.69359,222,211,179
258,345,3.69359,231,219,181
210,343,3.69359,209,183,133
407,338,3.69359,158,124,48
483,333,3.69359,177,132,54
511,333,3.69359,207,158,44
235,328,3.69359,226,203,145
101,311,3.69359,146,124,68
387,309,3.69359,133,106,45
301,301,3.69359,216,203,157
344,296,3.69359,208,194,147
168,273,3.69359,75,63,43
452,270,3.69359,183,139,47
159,265,3.69359,160,135,83
226,258,3.69359,212,186,135
313,248,3.69359,214,198,163
130,239,3.69359,158,135,85
147,236,3.69359,134,116,79
85,229,3.69359,151,125,65
289,229,3.69359,219,214,184
483,229,3.69359,242,209,90
176,228,3.69359,18,16,14
60,222,3.69359,137,121,67
67,217,3.69359,146,126,66
98,212,3.69359,121,111,65
257,205,3.69359,230,209,167
293,189,3.69359,220,193,152
248,180,3.69359,229,193,140
292,178,3.69359,217,194,154
76,177,3.69359,176,189,178
271,177,3.69359,179,147,110
374,173,3.69359,219,188,138
81,170,3.69359,128,118,70
280,169,3.69359,183,149,114
367,165,3.69359,222,202,158
458,165,3.69359,131,100,43
112,164,3.69359,133,116,67
221,160,3.69359,108,95,67
396,153,3.69359,187,159,107
108,152,3.69359,165,132,69
204,139,3.69359,172,141,87
327,133,3.69359,223,207,164
263,125,3.69359,171,102,76
248,123,3.69359,146,96,65
451,121,3.69359,71,64,34
309,116,3.69359,232,211,172
205,109,3.69359,169,139,83
168,104,3.69359,125,116,66
443,103,3.69359,231,193,95
270,96,3.69359,160,130,85
450,87,3.69359,227,229,219
414,82,3.69359,116,101,59
120,60,3.69359,152,130,69
255,57,3.69359,163,146,101
475,54,3.69359,241,219,124
336,39,3.69359,230,221,181
357,39,3.69359,227,223,186
302,25,3.69359,224,206,157
289,23,3.69359,222,192,135
194,20,3.69359,156,137,81
64,18,3.69359,209,218,208
58,17,3.69359,208,220,207
330,17,3.69359,228,221,180
470,15,3.69359,240,204,108
466,2,3.69359,222,186,106
50,-5,3.69359,122,114,68
449,500,3.2793,189,200,200
473,499,3.2793,196,166,65
221,475,3.2793,204,215,209
313,474,3.2793,178,189,175
346,464,3.2793,169,179,178
502,464,3.2793,181,145,57
487,459,3.2793,207,164,58
174,451,3.2793,180,196,187
176,442,3.2793,120,110,55
407,441,3.2793,148,126,52
455,439,3.2793,213,172,56
224,436,3.2793,148,116,61
192,434,3.2793,133,113,50
412,434,3.2793,177,140,57
16,427,3.2793,203,216,220
121,422,3.2793,174,193,178
462,415,3.2793,201,157,59
269,411,3.2793,76,73,44
51,409,3.2793,184,204,210
478,405,3.2793,224,197,113
447,397,3.2793,173,133,51
259,396,3.2793,140,111,55
265,394,3.2793,147,118,57
478,380,3.2793,181,188,167
377,379,3.2793,144,109,51
326,373,3.2793,101,88,50
472,372,3.2793,233,201,95
155,362,3.2793,172,142,87
497,356,3.2793,229,187,66
195,354,3.2793,200,179,132
416,354,3.2793,120,100,46
144,353,3.2793,161,139,83
471,352,3.2793,206,157,53
335,348,3.2793,95,80,43
351,341,3.2793,117,96,47
262,340,3.2793,231,222,181
64,336,3.2793,151,137,78
407,326,3.2793,102,82,42
191,320,3.2793,196,166,107
58,317,3.2793,174,156,82
404,306,3.2793,154,119,45
373,300,3.2793,115,93,44
418,295,3.2793,165,120,46
93,288,3.2793,157,129,69
240,288,3.2793,213,191,151
395,288,3.2793,134,105,48
218,286,3.2793,193,164,118
311,286,3.2793,186,161,112
332,286,3.2793,212,194,152
389,284,3.2793,114,92,42
192,274,3.2793,186,150,92
355,260,3.2793,217,204,159
230,253,3.2793,223,198,150
127,249,3.2793,148,130,89
424,244,3.2793,199,153,50
467,237,3.2793,240,206,89
276,233,3.2793,222,220,190
136,223,3.2793,163,137,89
302,216,3.2793,222,207,172
280,215,3.2793,226,212,179
480,214,3.2793,242,208,96
234,212,3.2793,222,187,135
491,209,3.2793,238,193,73
424,200,3.2793,168,124,53
503,197,3.2793,223,184,73
77,195,3.2793,178,188,181
207,187,3.2793,157,132,87
300,186,3.2793,220,195,150
217,185,3.2793,139,114,76
443,182,3.2793,146,110,47
116,179,3.2793,129,118,70
145,178,3.2793,70,71,50
260,174,3.2793,192,162,124
196,171,3.2793,161,131,79
377,167,3.2793,220,189,134
432,158,3.2793,62,57,38
489,152,3.2793,105,82,38
186,150,3.2793,161,136,81
136,140,3.2793,143,125,76
236,138,3.2793,173,145,100
496,135,3.2793,162,120,48
402,132,3.2793,130,109,69
390,131,3.2793,184,166,118
210,129,3.2793,174,144,89
400,109,3.2793,172,146,91
291,100,3.2793,204,168,112
298,94,3.2793,218,189,139
173,89,3.2793,126,112,64
403,87,3.2793,67,60,38
229,86,3.2793,162,134,78
369,86,3.2793,202,188,146
114,71,3.2793,166,142,74
323,63,3.2793,227,205,160
217,61,3.2793,137,126,90
284,48,3.2793,189,150,96
305,47,3.2793,179,153,108
253,46,3.2793,149,126,82
150,36,3.2793,151,118,61
120,33,3.2793,130,116,65
460,23,3.2793,224,174,74
297,19,3.2793,227,208,154
182,7,3.2793,235,195,86
421,0,3.2793,149,116,56
185,-2,3.2793,237,197,96
154,-4,3.2793,193,138,63
210,-5,3.2793,176,147,84
404,-8,3.2793,132,109,51
435,-10,3.2793,171,131,53
407,500,2.86501,194,208,210
425,494,2.86501,191,206,211
472,493,2.86501,206,168,61
208,488,2.86501,207,219,217
336,488,2.86501,198,210,210
413,477,2.86501,181,195,192
274,473,2.86501,175,149,75
278,473,2.86501,181,161,84
301,471,2.86501,205,178,99
348,471,2.86501,199,212,209
425,467,2.86501,178,194,170
306,462,2.86501,236,204,124
212,460,2.86501,149,129,64
511,459,2.86501,125,118,63
286,457,2.86501,221,178,83
503,455,2.86501,133,120,65
273,454,2.86501,202,159,56
265,450,2.86501,195,154,55
435,450,2.86501,159,127,50
334,449,2.86501,231,197,90
195,443,2.86501,137,117,53
413,443,2.86501,154,130,58
392,442,2.86501,158,135,57
146,436,2.86501,183,196,180
401,435,2.86501,151,123,55
192,418,2.86501,121,101,47
224,414,2.86501,114,97,50
288,413,2.86501,124,104,49
388,411,2.86501,124,103,54
240,410,2.86501,104,91,50
408,405,2.86501,112,99,51
285,396,2.86501,86,78,51
370,395,2.86501,193,147,56
445,389,2.86501,144,110,47
449,389,2.86501,148,116,58
296,388,2.86501,76,65,40
200,387,2.86501,172,132,56
495,381,2.86501,189,203,185
354,378,2.86501,117,94,46
371,378,2.86501,124,98,38
167,376,2.86501,172,150,93
236,376,2.86501,233,219,179
128,375,2.86501,146,116,60
408,375,2.86501,143,107,46
167,372,2.86501,179,154,98
498,367,2.86501,196,169,67
484,365,2.86501,209,173,54
81,363,2.86501,171,189,184
267,363,2.86501,231,225,190
475,362,2.86501,214,171,56
174,361,2.86501,188,159,102
437,358,2.86501,132,109,55
421,357,2.86501,117,96,46
64,347,2.86501,179,197,199
310,346,2.86501,225,218,185
179,345,2.86501,193,161,105
150,343,2.86501,175,147,91
427,343,2.86501,175,132,50
179,341,2.86501,187,157,96
183,341,2.86501,183,156,102
454,340,2.86501,186,139,51
203,334,2.86501,198,168,113
236,333,2.86501,228,208,160
464,333,2.86501,140,111,48
128,330,2.86501,173,149,92
229,329,2.86501,220,197,145
364,324,2.86501,81,68,37
317,322,2.86501,230,219,180
494,320,2.86501,127,104,52
144,318,2.86501,170,145,83
461,316,2.86501,132,102,43
478,316,2.86501,89,75,35
508,316,2.86501,127,102,44
271,315,2.86501,132,107,65
384,314,2.86501,117,97,47
263,313,2.86501,128,105,55
238,311,2.86501,220,197,143
242,311,2.86501,215,196,146
94,310,2.86501,126,109,53
267,307,2.86501,211,197,164
253,301,2.86501,193,174,133
257,301,2.86501,186,167,128
361,300,2.86501,99,78,41
176,294,2.86501,194,156,94
386,294,2.86501,123,99,48
480,294,2.86501,142,106,36
317,290,2.86501,210,193,158
138,287,2.86501,149,127,71
166,284,2.86501,187,150,84
241,283,2.86501,211,190,148
413,283,2.86501,120,93,38
359,281,2.86501,196,172,113
426,281,2.86501,199,152,53
329,280,2.86501,199,172,123
146,279,2.86501,169,142,83
150,279,2.86501,174,144,82
203,279,2.86501,185,149,94
52,275,2.86501,185,202,188
113,273,2.86501,50,51,44
120,271,2.86501,166,145,99
43,264,2.86501,181,196,198
349,264,2.86501,226,212,180
336,263,2.86501,222,215,186
62,257,2.86501,120,104,65
103,255,2.86501,92,91,65
197,255,2.86501,115,98,68
83,252,2.86501,141,116,62
163,252,2.86501,138,121,71
259,252,2.86501,158,127,91
304,252,2.86501,170,139,103
91,243,2.86501,151,124,69
377,238,2.86501,85,72,40
241,236,2.86501,234,218,187
132,234,2.86501,163,135,83
477,234,2.86501,242,208,99
125,232,2.86501,50,49,36
511,229,2.86501,136,122,70
219,225,2.86501,172,139,91
105,222,2.86501,151,129,73
366,214,2.86501,222,191,139
77,213,2.86501,162,134,73
397,212,2.86501,116,94,54
291,211,2.86501,218,203,168
245,210,2.86501,235,213,177
366,210,2.86501,218,194,141
18,207,2.86501,186,207,203
143,205,2.86501,162,141,90
195,205,2.86501,181,154,107
284,205,2.86501,225,203,170
374,205,2.86501,195,165,101
109,204,2.86501,108,100,70
286,201,2.86501,225,204,169
363,199,2.86501,217,193,152
340,198,2.86501,225,202,167
497,198,2.86501,227,182,68
186,193,2.86501,178,152,96
230,193,2.86501,184,150,110
333,192,2.86501,225,202,163
373,192,2.86501,215,184,124
255,187,2.86501,226,202,163
74,183,2.86501,178,194,191
243,181,2.86501,220,186,139
152,180,2.86501,158,129,74
178,179,2.86501,157,127,74
126,177,2.86501,81,83,57
435,177,2.86501,116,97,44
188,174,2.86501,170,137,73
392,169,2.86501,185,152,95
267,165,2.86501,221,205,175
237,164,2.86501,163,122,82
282,162,2.86501,218,206,170
450,162,2.86501,122,94,43
464,159,2.86501,110,83,42
281,158,2.86501,224,212,173
60,152,2.86501,181,197,195
61,148,2.86501,191,207,202
199,148,2.86501,159,127,78
210,145,2.86501,163,134,76
265,145,2.86501,194,162,113
239,144,2.86501,148,129,89
396,143,2.86501,180,160,113
222,140,2.86501,160,134,87
403,137,2.86501,124,106,66
82,135,2.86501,198,209,183
82,131,2.86501,198,209,184
289,130,2.86501,163,100,67
478,127,2.86501,111,91,42
76,122,2.86501,207,217,205
356,122,2.86501,221,209,169
313,121,2.86501,224,203,164
302,116,2.86501,223,190,154
380,116,2.86501,196,173,127
228,115,2.86501,172,141,91
151,114,2.86501,123,111,64
295,114,2.86501,204,155,114
261,112,2.86501,198,133,101
344,112,2.86501,226,216,178
273,111,2.86501,189,130,85
479,109,2.86501,103,92,44
483,109,2.86501,92,87,42
182,106,2.86501,166,141,78
76,105,2.86501,215,227,211
495,105,2.86501,102,92,43
88,104,2.86501,200,212,202
116,97,2.86501,194,206,194
364,97,2.86501,215,193,139
98,96,2.86501,197,209,205
508,93,2.86501,106,94,48
462,90,2.86501,164,177,181
164,87,2.86501,88,86,61
336,84,2.86501,224,210,170
348,80,2.86501,223,206,160
398,69,2.86501,88,82,39
161,68,2.86501,135,145,88
243,68,2.86501,168,144,91
181,62,2.86501,112,123,90
11,59,2.86501,217,224,223
151,59,2.86501,126,134,83
510,58,2.86501,85,83,53
314,53,2.86501,209,181,132
489,52,2.86501,200,214,213
274,48,2.86501,180,149,91
92,43,2.86501,204,216,209
352,43,2.86501,228,225,186
208,39,2.86501,150,133,83
186,38,2.86501,92,84,57
235,38,2.86501,173,145,91
462,35,2.86501,244,214,128
27,27,2.86501,217,223,219
203,27,2.86501,156,140,88
108,24,2.86501,155,133,70
485,23,2.86501,235,210,111
469,20,2.86501,239,204,100
434,19,2.86501,194,153,69
52,18,2.86501,217,223,219
44,12,2.86501,208,214,207
470,10,2.86501,237,200,111
82,8,2.86501,135,119,70
150,6,2.86501,177,133,65
366,6,2.86501,225,221,175
296,5,2.86501,227,203,147
394,2,2.86501,100,90,55
270,0,2.86501,204,184,128
8,-2,2.86501,214,221,226
169,-4,2.86501,225,172,64
494,-4,2.86501,232,234,218
397,-8,2.86501,113,97,49
422,-8,2.86501,149,117,55
511,-10,2.86501,184,201,194
57,-11,2.86501,142,122,69
61,-11,2.86501,143,127,69
65,-11,2.86501,142,127,72
301,-11,2.86501,224,207,156
383,-11,2.86501,90,82,45
391,-11,2.86501,93,80,48
415,487,2.7385900000000003,200,211,212
112,480,2.7385900000000003,185,205,206
454,480,2.7385900000000003,156,133,57
251,479,2.7385900000000003,197,206,189
297,478,2.7385900000000003,187,201,188
345,474,2.7385900000000003,196,210,210
450,474,2.7385900000000003,144,124,58
227,473,2.7385900000000003,189,206,188
79,469,2.7385900000000003,181,198,197
121,467,2.7385900000000003,187,206,205
65,465,2.7385900000000003,188,206,207
276,464,2.7385900000000003,210,170,74
372,464,2.7385900000000003,194,209,197
107,463,2.7385900000000003,178,197,197
